상품,검색,,/products/search,상품검색,Product Search,상품 검색 결과,계획,P0,,"상품 검색, 자동완성, 검색 필터, 검색 히스토리, 인기 검색어"
구매,,,/cart,장바구니,Shopping Cart,장바구니 관리,계획,P0,,"장바구니 목록 표시, 수량 변경, 개별/선택 삭제, 쿠폰 적용, 배송비 계산, 총액 계산, 품절 상품 처리, 주문하기, 찜 목록 이동"
구매,,,/order/checkout,주문서작성,Checkout,배송지 및 결제 정보 입력,계획,P0,,"배송지 입력/선택, 배송 요청사항, 결제수단 선택, 포인트 사용, 쿠폰 적용, 주문 상품 확인, 최종 금액 계산, 약관 동의"
구매,,,/order/payment,결제,Payment,결제 진행,계획,P0,,"결제 API 연동, PG사 연결, 결제 진행 상태, 결제 검증, 주문번호 생성"
구매,,,/order/complete,주문완료,Order Complete,주문 완료 확인,계획,P0,,"주문 완료 정보, 주문번호 표시, 배송 추적, 주문내역 이동, 쇼핑 계속하기"
구매,,,/order/track/{id},주문추적,Order Tracking,주문 상태 확인,계획,P1,,"페이지 콘텐츠 표시, 네비게이션"
마이페이지,,,/mypage,마이페이지메인,My Page Main,개인 정보 대시보드,계획,P0,,"회원정보 요약, 주문 현황, 포인트/쿠폰, 최근 주문, 찜 목록, 리뷰 관리, 문의 내역"
마이페이지,주문관리,,/mypage/orders,주문내역,Order History,구매 이력 조회,계획,P0,,"주문 목록 조회, 주문 상세보기, 주문 취소/교환/반품, 배송 추적, 구매확정, 리뷰 작성"
마이페이지,주문관리,,/mypage/delivery,배송조회,Delivery Status,배송 현황 확인,계획,P1,,"배송 상태 추적, 배송지 관리, 배송 이력, 송장번호 조회"
마이페이지,주문관리,,/mypage/cancel,취소/교환/반품,Cancel/Return,주문 취소 및 반품 신청,계획,P1,,"페이지 콘텐츠 표시, 네비게이션"
마이페이지,활동관리,,/mypage/wishlist,찜목록,Wish List,관심 상품 목록,계획,P1,,"찜 목록 관리, 장바구니 이동, 재입고 알림, 가격 변동 알림"
마이페이지,활동관리,,/mypage/reviews,리뷰관리,Review Management,작성한 리뷰 관리,계획,P2,,"작성한 리뷰, 작성 가능 리뷰, 사진 업로드, 베스트 리뷰 선정"
마이페이지,활동관리,,/mypage/qna,상품문의,Product Q&A,상품 문의 내역,계획,P2,,"페이지 콘텐츠 표시, 네비게이션"
마이페이지,혜택관리,,/mypage/coupons,쿠폰함,Coupons,보유 쿠폰 목록,계획,P1,,"쿠폰 목록, 쿠폰 등록, 사용 가능 쿠폰, 만료 예정 알림"
마이페이지,혜택관리,,/mypage/points,포인트,Points,적립금 내역,계획,P1,,"포인트 내역, 포인트 적립/사용, 유효기간 표시, 등급별 적립률"
마이페이지,혜택관리,,/mypage/membership,멤버십,Membership,회원 등급 및 혜택,계획,P2,,"페이지 콘텐츠 표시, 네비게이션"
마이페이지,정보관리,,/mypage/profile,회원정보,Profile,개인정보 수정,계획,P0,,"페이지 콘텐츠 표시, 네비게이션"
마이페이지,정보관리,,/mypage/address,배송지관리,Address Book,배송지 목록 관리,계획,P1,,"페이지 콘텐츠 표시, 네비게이션"
마이페이지,정보관리,,/mypage/payment-methods,결제수단관리,Payment Methods,등록된 결제 수단,계획,P2,,"페이지 콘텐츠 표시, 네비게이션"
마이페이지,구독관리,,/mypage/subscription,정기배송관리,Subscription Management,정기 구독 관리,계획,P1,,"정기구독 관리, 구독 일시정지, 구독 상품 변경, 결제일 변경"
마이페이지,나눔활동,,/mypage/donation-history,나눔내역,Donation History,기부 활동 내역,계획,P2,과일다리 특화,"기부 내역, 기부 인증서, 누적 기부량, 임팩트 리포트"
이벤트,,,/event,이벤트메인,Event Main,진행중인 이벤트 목록,계획,P2,,"진행중 이벤트 목록, 이벤트 배너, 참여 현황, 당첨자 발표"
이벤트,,,/event/ongoing,진행중이벤트,Ongoing Events,현재 참여 가능한 이벤트,계획,P2,,"진행중 이벤트 필터, 참여하기, 공유하기, 이벤트 알림"
이벤트,,,/event/ended,종료된이벤트,Ended Events,지난 이벤트 아카이브,계획,P2,,"종료 이벤트 아카이브, 당첨자 확인, 이벤트 결과"
이벤트,,,/event/winners,당첨자발표,Winners,이벤트 당첨자 공지,계획,P2,,"당첨자 발표, 당첨 확인, 경품 수령, 당첨 이력"
이벤트,,,/event/detail/{id},이벤트상세,Event Detail,개별 이벤트 상세 정보,계획,P2,,"이벤트 상세정보, 참여 방법, 응모하기, 공유하기, 댓글"
고객지원,,,/support,고객지원메인,Support Main,고객 서비스 센터,계획,P1,,"고객지원 메뉴, 자주 찾는 도움말, 빠른 해결, 문의하기"
고객지원,,,/support/faq,자주묻는질문,FAQ,자주 묻는 질문과 답변,계획,P1,,"FAQ 카테고리, 검색 기능, 도움 평가, 관련 문서"
고객지원,,,/support/inquiry,1:1문의,Inquiry,개별 문의 접수,계획,P1,,"1:1 문의 작성, 파일 첨부, 문의 유형 선택, 답변 알림"
고객지원,,,/support/notice,공지사항,Notice,서비스 공지사항,계획,P1,,"공지사항 목록, 중요 공지 고정, 검색, 카테고리 필터"
고객지원,정책,,/support/guide,이용가이드,User Guide,서비스 이용 안내,계획,P2,,"이용가이드, 단계별 안내, 동영상 튜토리얼, PDF 다운로드"
고객지원,정책,,/support/delivery-policy,배송정책,Delivery Policy,배송 관련 안내,계획,P2,,"페이지 콘텐츠 표시, 네비게이션"
고객지원,정책,,/support/return-policy,교환/반품정책,Return Policy,교환 및 반품 규정,계획,P2,,"페이지 콘텐츠 표시, 네비게이션"
고객지원,정책,,/support/privacy,개인정보처리방침,Privacy Policy,개인정보 보호 정책,계획,P0,,"개인정보처리방침, 정보 수집 항목, 제3자 제공, 보관 기간"
고객지원,정책,,/support/terms,이용약관,Terms of Service,서비스 이용 약관,계획,P0,,"약관 표시, 버전 관리, 변경 이력, 동의 관리"
고객지원,과일정보,,/support/storage-guide,보관가이드,Storage Guide,과일별 보관 방법,계획,P2,과일다리 특화,"페이지 콘텐츠 표시, 네비게이션"
고객지원,과일정보,,/support/brix-guide,당도가이드,Brix Guide,Brix 당도 설명,계획,P2,과일다리 특화,"페이지 콘텐츠 표시, 네비게이션"
인증,,,/auth/login,로그인,Login,회원 로그인,계획,P0,,"아이디/비밀번호 입력, 유효성 검사, 자동 로그인, 소셜 로그인 (카카오/네이버/구글), 비밀번호 찾기 링크, 로그인 유지, 보안 키패드"
인증,,,/auth/signup,회원가입,Sign Up,신규 회원 가입,계획,P0,,"회원정보 입력, 중복 확인 (아이디/이메일/휴대폰), 비밀번호 강도 체크, 본인인증 (휴대폰/아이핀), 약관 동의, 이메일 인증, 추천인 코드, 마케팅 수신 동의"
인증,,,/auth/find-id,아이디찾기,Find ID,아이디 찾기,계획,P2,,"휴대폰/이메일 인증, 아이디 표시, 마스킹 처리, 로그인 이동"
인증,,,/auth/find-password,비밀번호찾기,Find Password,비밀번호 재설정,계획,P2,,"아이디 입력, 본인인증, 임시 비밀번호 발급, 비밀번호 재설정"
인증,,,/auth/social-login,소셜로그인,Social Login,SNS 계정 연동 로그인,계획,P2,,"페이지 콘텐츠 표시, 네비게이션"
기타,,,/sitemap,사이트맵,Sitemap,전체 사이트 구조,개발중,P2,생성 예정,"전체 사이트 구조 표시, 트리 뷰, 검색 기능, 카테고리 필터, 접근성 네비게이션"
기타,,,/search,통합검색,Search,사이트 전체 검색,계획,P1,,"통합 검색, 상품/이벤트/공지 구분, 자동완성, 최근 검색어, 인기 검색어, 검색 필터, 검색 결과 정렬"
